ID,X,Y,Z,A_start,D_start,P_G,W_G,Routes,midPoint,G_R
1,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,1,x,1-1-1,0,2
24,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,24,x,1-1-1,0,2
4,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,4,x,1-1-1,0,2
8,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,8,x,1-1-1,0,2
16,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,16,x,1-1-1,0,2
20,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,20,x,1-1-1,0,2
1,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,1,x,1-1-1,99,10
24,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,24,x,1-1-1,99,10
4,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,4,x,1-1-1,99,10
8,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,8,x,1-1-1,99,10
16,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,16,x,1-1-1,99,10
20,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,20,x,1-1-1,99,10
1,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,1,x,1-1-1,99,11
24,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,24,x,1-1-1,99,11
4,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,4,x,1-1-1,99,11
8,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,8,x,1-1-1,99,11
16,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,16,x,1-1-1,99,11
20,800,400,4,0|200|0,790|200|0,780|50|0-780|201|0-780|350|0,34-33-33,20,x,1-1-1,99,11
